,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,annual_salary,economic_impact
900,36,No,Travel_Frequently,469,Research & Development,3,Bachelor’s Degree,Technical Degree,1257,High,Male,46,High,Entry-level,Research Scientist,Medium,Married,3692,9256,1,No,12,Satisfactory,High,0,12,2,Medium,11,10,0,7,44304,8727.888
901,48,No,Travel_Rarely,969,Research & Development,2,Associate Degree,Technical Degree,1258,Very High,Male,76,Very High,Entry-level,Laboratory Technician,Medium,Single,2559,16620,5,No,11,Satisfactory,High,0,7,4,Medium,1,0,0,0,30708,6049.476000000001
902,27,No,Travel_Rarely,1167,Research & Development,4,Associate Degree,Life Sciences,1259,Low,Male,76,High,Entry-level,Research Scientist,High,Divorced,2517,3208,1,No,11,Satisfactory,Medium,3,5,2,High,5,3,0,3,30204,5950.188
903,29,No,Travel_Rarely,1329,Research & Development,7,Bachelor’s Degree,Life Sciences,1260,High,Male,82,High,Intermediate,Healthcare Representative,Very High,Divorced,6623,4204,1,Yes,11,Satisfactory,Medium,2,6,2,High,6,0,1,0,79476,16689.96
904,48,No,Travel_Rarely,715,Research & Development,1,Bachelor’s Degree,Life Sciences,1263,Very High,Male,76,Medium,Executive,Research Director,Very High,Single,18265,8733,6,No,12,Satisfactory,High,0,25,3,Very High,1,0,0,0,219180,46027.799999999996
905,29,No,Travel_Rarely,694,Research & Development,1,Bachelor’s Degree,Life Sciences,1264,Very High,Female,87,Medium,Managerial,Research Director,Very High,Divorced,16124,3423,3,No,14,Satisfactory,Medium,2,9,2,Medium,7,7,1,7,193488,40632.479999999996
906,34,No,Travel_Rarely,1320,Research & Development,20,Bachelor’s Degree,Technical Degree,1265,High,Female,89,Very High,Entry-level,Research Scientist,High,Married,2585,21643,0,No,17,Satisfactory,Very High,0,2,5,Medium,1,0,0,0,31020,6110.9400000000005
907,44,No,Travel_Rarely,1099,Sales,5,Bachelor’s Degree,Marketing,1267,Medium,Male,88,High,Executive,Manager,Medium,Married,18213,8751,7,No,11,Satisfactory,High,1,26,5,High,22,9,3,10,218556,45896.759999999995
908,33,No,Travel_Rarely,536,Sales,10,Doctorate,Marketing,1268,Very High,Male,82,Very High,Supervisory,Sales Executive,High,Divorced,8380,21708,0,Yes,14,Satisfactory,Very High,2,10,3,High,9,8,0,8,100560,21117.6
909,19,No,Travel_Rarely,265,Research & Development,25,Bachelor’s Degree,Life Sciences,1269,Medium,Female,57,Very High,Entry-level,Research Scientist,Very High,Single,2994,21221,1,Yes,12,Satisfactory,Very High,0,1,2,High,1,0,0,1,35928,7077.816000000001
910,23,No,Travel_Rarely,373,Research & Development,1,Associate Degree,Life Sciences,1270,Very High,Male,47,High,Entry-level,Research Scientist,High,Married,1223,16901,1,No,22,Exceptional,Very High,1,1,2,High,1,0,0,1,14676,2362.8360000000002
911,25,Yes,Travel_Frequently,599,Sales,24,High School,Life Sciences,1273,High,Male,73,Low,Entry-level,Sales Representative,Very High,Single,1118,8040,1,Yes,14,Satisfactory,Very High,0,1,4,High,1,0,1,0,13416,2159.976
912,26,No,Travel_Rarely,583,Research & Development,4,Associate Degree,Life Sciences,1275,High,Male,53,High,Entry-level,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Exceptional,Medium,0,8,2,Medium,8,5,2,2,34500,6796.5
913,45,Yes,Travel_Rarely,1449,Sales,2,Bachelor’s Degree,Marketing,1277,Low,Female,94,Low,Executive,Manager,Medium,Single,18824,2493,2,Yes,16,Satisfactory,Low,0,26,2,High,24,10,1,11,225888,47436.479999999996
914,55,No,Non-Travel,177,Research & Development,8,High School,Medical,1278,Very High,Male,37,Medium,Managerial,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,Satisfactory,Very High,1,34,3,High,33,9,15,0,162924,34214.04
915,21,Yes,Travel_Frequently,251,Research & Development,10,Associate Degree,Life Sciences,1279,Low,Female,45,Medium,Entry-level,Laboratory Technician,High,Single,2625,25308,1,No,20,Exceptional,High,0,2,2,Low,2,2,2,2,31500,6205.5
916,46,No,Travel_Rarely,168,Sales,4,Associate Degree,Marketing,1280,Very High,Female,33,Medium,Executive,Manager,Medium,Married,18789,9946,2,No,14,Satisfactory,High,1,26,2,High,11,4,0,8,225468,47348.28
917,34,No,Travel_Rarely,131,Sales,2,Bachelor’s Degree,Marketing,1281,High,Female,86,High,Intermediate,Sales Executive,Low,Single,4538,6039,0,Yes,12,Satisfactory,Very High,0,4,3,High,3,2,0,2,54456,11109.024
918,51,No,Travel_Frequently,237,Sales,9,Bachelor’s Degree,Life Sciences,1282,Very High,Male,83,High,Executive,Manager,Medium,Divorced,19847,19196,4,Yes,24,Exceptional,Low,1,31,5,Medium,29,10,11,10,238164,50014.439999999995
919,59,No,Travel_Rarely,1429,Research & Development,18,Master’s Degree,Medical,1283,Very High,Male,67,High,Supervisory,Manufacturing Director,Very High,Single,10512,20002,6,No,12,Satisfactory,Very High,0,25,6,Medium,9,7,5,4,126144,26490.239999999998
920,34,No,Travel_Frequently,135,Research & Development,19,Bachelor’s Degree,Medical,1285,High,Female,46,High,Intermediate,Laboratory Technician,Medium,Divorced,4444,22534,4,No,13,Satisfactory,High,2,15,2,Very High,11,8,5,10,53328,10878.911999999998
921,28,No,Travel_Frequently,791,Research & Development,1,Master’s Degree,Medical,1286,Very High,Male,44,High,Entry-level,Laboratory Technician,High,Single,2154,6842,0,Yes,11,Satisfactory,High,0,5,2,Medium,4,2,0,2,25848,4161.528
922,44,No,Travel_Rarely,1199,Research & Development,4,Associate Degree,Life Sciences,1288,High,Male,92,Very High,Executive,Manager,Low,Divorced,19190,17477,1,No,14,Satisfactory,Very High,2,26,4,Medium,25,9,14,13,230280,48358.799999999996
923,34,No,Travel_Frequently,648,Human Resources,11,Bachelor’s Degree,Life Sciences,1289,High,Male,56,Medium,Intermediate,Human Resources,Medium,Married,4490,21833,4,No,11,Satisfactory,Very High,2,14,5,Very High,10,9,1,8,53880,10991.519999999999
924,35,No,Travel_Rarely,735,Research & Development,6,High School,Life Sciences,1291,High,Male,66,High,Entry-level,Research Scientist,High,Married,3506,6020,0,Yes,14,Satisfactory,Very High,0,4,3,High,3,2,2,2,42072,8288.184000000001
925,42,No,Travel_Rarely,603,Research & Development,7,Master’s Degree,Medical,1292,Medium,Female,78,Very High,Intermediate,Research Scientist,Medium,Married,2372,5628,6,Yes,16,Satisfactory,Very High,0,18,2,High,1,0,0,0,28464,4582.704
926,43,No,Travel_Rarely,531,Sales,4,Master’s Degree,Marketing,1293,Very High,Female,56,Medium,Supervisory,Sales Executive,Very High,Single,10231,20364,3,No,14,Satisfactory,Very High,0,23,3,Very High,21,7,15,17,122772,25782.12
927,36,No,Travel_Rarely,429,Research & Development,2,Master’s Degree,Life Sciences,1294,High,Female,53,High,Intermediate,Manufacturing Director,Medium,Single,5410,2323,9,Yes,11,Satisfactory,Very High,0,18,2,High,16,14,5,12,64920,13243.679999999998
928,44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor’s Degree,Medical,1295,Low,Female,73,High,Supervisory,Healthcare Representative,Very High,Married,7978,14075,1,No,11,Satisfactory,Very High,1,10,2,High,10,7,0,5,95736,20104.559999999998
929,28,No,Travel_Frequently,193,Research & Development,2,Bachelor’s Degree,Life Sciences,1296,Very High,Male,52,Medium,Entry-level,Laboratory Technician,Very High,Married,3867,14222,1,Yes,12,Satisfactory,Medium,1,2,2,High,2,2,2,2,46404,9141.588
930,51,No,Travel_Frequently,968,Research & Development,6,Associate Degree,Medical,1297,Medium,Female,40,Medium,Entry-level,Laboratory Technician,High,Single,2838,4257,0,No,14,Satisfactory,Medium,0,8,6,Medium,7,0,7,7,34056,6709.032
931,30,No,Non-Travel,879,Research & Development,9,Associate Degree,Medical,1298,High,Female,72,High,Intermediate,Manufacturing Director,High,Single,4695,12858,7,Yes,18,Satisfactory,High,0,10,3,High,8,4,1,7,56340,11493.359999999999
932,29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor’s Degree,Technical Degree,1299,Medium,Female,39,High,Entry-level,Laboratory Technician,High,Divorced,3339,17285,3,Yes,13,Satisfactory,Low,2,10,2,High,7,7,7,7,40068,7893.396000000001
933,28,No,Travel_Rarely,640,Research & Development,1,Bachelor’s Degree,Technical Degree,1301,Very High,Male,84,High,Entry-level,Research Scientist,Low,Single,2080,4732,2,No,11,Satisfactory,Medium,0,5,2,Medium,3,2,1,2,24960,4018.56
934,25,No,Travel_Rarely,266,Research & Development,1,Bachelor’s Degree,Medical,1303,Very High,Female,40,High,Entry-level,Research Scientist,Medium,Single,2096,18830,1,No,18,Satisfactory,Very High,0,2,3,Medium,2,2,2,1,25152,4049.472
935,32,No,Travel_Rarely,604,Sales,8,Bachelor’s Degree,Medical,1304,High,Male,56,Very High,Intermediate,Sales Executive,Very High,Married,6209,11693,1,No,15,Satisfactory,High,2,10,4,Very High,10,7,0,8,74508,15199.632
936,45,No,Travel_Frequently,364,Research & Development,25,Bachelor’s Degree,Medical,1306,Medium,Female,83,High,Executive,Manager,Medium,Single,18061,13035,3,No,22,Exceptional,High,0,22,4,High,0,0,0,0,216732,45513.72
937,39,No,Travel_Rarely,412,Research & Development,13,Master’s Degree,Medical,1307,High,Female,94,Medium,Managerial,Manager,Medium,Divorced,17123,17334,6,Yes,13,Satisfactory,Very High,2,21,4,High,19,9,15,2,205476,43149.96
938,58,No,Travel_Rarely,848,Research & Development,23,Master’s Degree,Life Sciences,1308,Low,Male,88,High,Entry-level,Research Scientist,High,Divorced,2372,26076,1,No,12,Satisfactory,Very High,2,2,3,High,2,2,2,2,28464,4582.704
939,32,Yes,Travel_Rarely,1089,Research & Development,7,Associate Degree,Life Sciences,1309,Very High,Male,79,High,Intermediate,Laboratory Technician,High,Married,4883,22845,1,No,18,Satisfactory,Low,1,10,3,High,10,4,1,1,58596,11953.583999999999
940,39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor’s Degree,Medical,1310,High,Male,93,High,Entry-level,Research Scientist,Low,Single,3904,22154,0,No,13,Satisfactory,Low,0,6,2,High,5,2,0,3,46848,9229.056
941,30,No,Travel_Rarely,1138,Research & Development,6,Bachelor’s Degree,Technical Degree,1311,Low,Female,48,Medium,Intermediate,Laboratory Technician,Very High,Married,4627,23631,0,No,12,Satisfactory,Low,1,10,6,High,9,2,6,7,55524,11326.895999999999
942,36,No,Travel_Rarely,325,Research & Development,10,Master’s Degree,Technical Degree,1312,Very High,Female,63,High,Supervisory,Healthcare Representative,High,Married,7094,5747,3,No,12,Satisfactory,Low,0,10,0,High,7,7,1,7,85128,17876.88
943,46,No,Travel_Rarely,991,Human Resources,1,Associate Degree,Life Sciences,1314,Very High,Female,44,High,Entry-level,Human Resources,Low,Single,3423,22957,6,No,12,Satisfactory,High,0,10,3,Very High,7,6,5,7,41076,8091.972000000001
944,28,No,Non-Travel,1476,Research & Development,1,Bachelor’s Degree,Life Sciences,1315,High,Female,55,Low,Intermediate,Laboratory Technician,Very High,Married,6674,16392,0,No,11,Satisfactory,Low,3,10,6,High,9,8,7,5,80088,16818.48
945,50,No,Travel_Rarely,1322,Research & Development,28,Bachelor’s Degree,Life Sciences,1317,Very High,Female,43,High,Managerial,Research Director,Low,Married,16880,22422,4,Yes,11,Satisfactory,Medium,0,25,2,High,3,2,1,2,202560,42537.6
946,40,Yes,Travel_Rarely,299,Sales,25,Master’s Degree,Marketing,1318,Very High,Male,57,Medium,Supervisory,Sales Executive,Medium,Single,9094,17235,2,Yes,12,Satisfactory,High,0,9,2,High,5,4,1,0,109128,22916.879999999997
947,52,Yes,Travel_Rarely,1030,Sales,5,Bachelor’s Degree,Life Sciences,1319,Medium,Male,64,High,Supervisory,Sales Executive,Medium,Single,8446,21534,9,Yes,19,Satisfactory,High,0,10,2,Medium,8,7,7,7,101352,21283.92
948,30,No,Travel_Rarely,634,Research & Development,17,Master’s Degree,Medical,1321,Medium,Female,95,High,Supervisory,Manager,Low,Married,11916,25927,1,Yes,23,Exceptional,Very High,2,9,2,High,9,1,0,8,142992,30028.32
949,39,No,Travel_Rarely,524,Research & Development,18,Associate Degree,Life Sciences,1322,Low,Male,32,High,Intermediate,Manufacturing Director,High,Single,4534,13352,0,No,11,Satisfactory,Low,0,9,6,High,8,7,1,7,54408,11099.232
950,31,No,Non-Travel,587,Sales,2,Master’s Degree,Life Sciences,1324,Very High,Female,57,High,Supervisory,Sales Executive,High,Divorced,9852,8935,1,Yes,19,Satisfactory,Low,1,10,5,Medium,10,8,9,6,118224,24827.04
951,41,No,Non-Travel,256,Sales,10,Associate Degree,Medical,1329,High,Male,40,Low,Intermediate,Sales Executive,Medium,Single,6151,22074,1,No,13,Satisfactory,Low,0,19,4,High,19,2,11,9,73812,15057.648
952,31,Yes,Travel_Frequently,1060,Sales,1,Bachelor’s Degree,Life Sciences,1331,Very High,Female,54,High,Entry-level,Sales Representative,Medium,Single,2302,8319,1,Yes,11,Satisfactory,Low,0,3,2,Very High,3,2,2,2,27624,4447.464
953,44,Yes,Travel_Rarely,935,Research & Development,3,Bachelor’s Degree,Life Sciences,1333,Low,Male,89,High,Entry-level,Laboratory Technician,Low,Married,2362,14669,4,No,12,Satisfactory,High,0,10,4,Very High,3,2,1,2,28344,4563.384
954,42,No,Non-Travel,495,Research & Development,2,High School,Life Sciences,1334,High,Male,37,High,Managerial,Manager,High,Married,17861,26582,0,Yes,13,Satisfactory,Very High,0,21,3,Medium,20,8,2,10,214332,45009.72
955,55,No,Travel_Rarely,282,Research & Development,2,Associate Degree,Medical,1336,Very High,Female,58,Low,Executive,Manager,High,Married,19187,6992,4,No,14,Satisfactory,Very High,1,23,5,High,19,9,9,11,230244,48351.24
956,56,No,Travel_Rarely,206,Human Resources,8,Master’s Degree,Life Sciences,1338,Very High,Male,99,High,Executive,Manager,Medium,Single,19717,4022,6,No,14,Satisfactory,Low,0,36,4,High,7,3,7,7,236604,49686.84
957,40,No,Non-Travel,458,Research & Development,16,Associate Degree,Life Sciences,1340,High,Male,74,High,Entry-level,Research Scientist,High,Divorced,3544,8532,9,No,16,Satisfactory,Medium,1,6,0,High,4,2,0,0,42528,8378.016
958,34,No,Travel_Rarely,943,Research & Development,9,Bachelor’s Degree,Life Sciences,1344,Very High,Male,86,High,Supervisory,Healthcare Representative,Very High,Divorced,8500,5494,0,No,11,Satisfactory,Very High,1,10,0,Medium,9,7,1,6,102000,21420.0
959,40,No,Travel_Rarely,523,Research & Development,2,Bachelor’s Degree,Life Sciences,1346,High,Male,98,High,Intermediate,Research Scientist,Very High,Single,4661,22455,1,No,13,Satisfactory,High,0,9,4,High,9,8,8,8,55932,11410.127999999999
960,41,No,Travel_Frequently,1018,Sales,1,Bachelor’s Degree,Marketing,1349,High,Female,66,High,Intermediate,Sales Executive,Low,Divorced,4103,4297,0,No,17,Satisfactory,Very High,1,10,2,High,9,3,1,7,49236,9699.492
961,35,No,Travel_Frequently,482,Research & Development,4,Master’s Degree,Life Sciences,1350,High,Male,87,High,Intermediate,Research Scientist,High,Single,4249,2690,1,Yes,11,Satisfactory,Medium,0,9,3,High,9,6,1,1,50988,10401.552
962,51,No,Travel_Rarely,770,Human Resources,5,Bachelor’s Degree,Life Sciences,1352,High,Male,84,High,Managerial,Manager,Medium,Divorced,14026,17588,1,Yes,11,Satisfactory,Medium,1,33,2,High,33,9,0,10,168312,35345.52
963,38,No,Travel_Rarely,1009,Sales,2,Associate Degree,Life Sciences,1355,Medium,Female,31,High,Intermediate,Sales Executive,Low,Divorced,6893,19461,3,No,15,Satisfactory,Very High,1,11,3,High,7,7,1,7,82716,17370.36
964,34,No,Travel_Rarely,507,Sales,15,Associate Degree,Medical,1356,High,Female,66,High,Intermediate,Sales Executive,Low,Single,6125,23553,1,No,12,Satisfactory,Very High,0,10,6,Very High,10,8,9,6,73500,14993.999999999998
965,25,No,Travel_Rarely,882,Research & Development,19,High School,Medical,1358,Very High,Male,67,High,Entry-level,Laboratory Technician,Very High,Married,3669,9075,3,No,11,Satisfactory,High,3,7,6,Medium,3,2,1,2,44028,8673.516
966,58,Yes,Travel_Rarely,601,Research & Development,7,Master’s Degree,Medical,1360,High,Female,53,Medium,Supervisory,Manufacturing Director,Low,Married,10008,12023,7,Yes,14,Satisfactory,Very High,0,31,0,Medium,10,9,5,9,120096,25220.16
967,40,No,Travel_Rarely,329,Research & Development,1,Master’s Degree,Life Sciences,1361,Medium,Male,88,High,Entry-level,Laboratory Technician,Medium,Married,2387,6762,3,No,22,Exceptional,High,1,7,3,High,4,2,0,3,28644,4611.684
968,36,No,Travel_Frequently,607,Sales,7,Bachelor’s Degree,Marketing,1362,Low,Female,83,Very High,Intermediate,Sales Executive,Low,Married,4639,2261,2,No,16,Satisfactory,Very High,1,17,2,Medium,15,7,6,13,55668,11356.271999999999
969,48,No,Travel_Rarely,855,Research & Development,4,Bachelor’s Degree,Life Sciences,1363,Very High,Male,54,High,Supervisory,Manufacturing Director,Very High,Single,7898,18706,1,No,11,Satisfactory,High,0,11,2,High,10,9,0,8,94776,19902.96
970,27,No,Travel_Rarely,1291,Sales,11,Bachelor’s Degree,Medical,1364,High,Female,98,Very High,Entry-level,Sales Representative,Very High,Married,2534,6527,8,No,14,Satisfactory,Medium,1,5,4,High,1,0,0,0,30408,5990.376
971,51,No,Travel_Rarely,1405,Research & Development,11,Associate Degree,Technical Degree,1367,Very High,Female,82,Medium,Managerial,Manufacturing Director,Medium,Single,13142,24439,3,No,16,Satisfactory,Medium,0,29,1,Medium,5,2,0,3,157704,33117.84
972,18,No,Non-Travel,1124,Research & Development,1,Bachelor’s Degree,Life Sciences,1368,Very High,Female,97,High,Entry-level,Laboratory Technician,Very High,Single,1611,19305,1,No,15,Satisfactory,High,0,0,5,Very High,0,0,0,0,19332,3112.452
973,35,No,Travel_Rarely,817,Research & Development,1,Bachelor’s Degree,Medical,1369,Very High,Female,60,Medium,Intermediate,Laboratory Technician,Very High,Married,5363,10846,0,No,12,Satisfactory,Medium,1,10,0,High,9,7,0,0,64356,13128.624
974,27,No,Travel_Frequently,793,Sales,2,High School,Life Sciences,1371,Very High,Male,43,Low,Intermediate,Sales Executive,Very High,Single,5071,20392,3,No,20,Exceptional,Medium,0,8,3,High,6,2,0,0,60852,12413.807999999999
975,55,Yes,Travel_Rarely,267,Sales,13,Master’s Degree,Marketing,1372,Low,Male,85,Very High,Managerial,Sales Executive,High,Single,13695,9277,6,Yes,17,Satisfactory,High,0,24,2,Medium,19,7,3,8,164340,34511.4
976,56,No,Travel_Rarely,1369,Research & Development,23,Bachelor’s Degree,Life Sciences,1373,Very High,Male,68,High,Managerial,Manufacturing Director,Medium,Married,13402,18235,4,Yes,12,Satisfactory,Low,1,33,0,High,19,16,15,9,160824,33773.04
977,34,No,Non-Travel,999,Research & Development,26,High School,Technical Degree,1374,Low,Female,92,Medium,Entry-level,Research Scientist,High,Divorced,2029,15891,1,No,20,Exceptional,High,3,5,2,High,5,4,0,0,24348,3920.0280000000002
978,40,No,Travel_Rarely,1202,Research & Development,2,High School,Medical,1375,Medium,Female,89,Very High,Intermediate,Healthcare Representative,High,Divorced,6377,13888,5,No,20,Exceptional,Medium,3,15,0,High,12,11,11,8,76524,16070.039999999999
979,34,No,Travel_Rarely,285,Research & Development,29,Bachelor’s Degree,Medical,1377,Medium,Male,86,High,Intermediate,Laboratory Technician,High,Married,5429,17491,4,No,13,Satisfactory,Low,2,10,1,High,8,7,7,7,65148,13290.192
980,31,Yes,Travel_Frequently,703,Sales,2,Bachelor’s Degree,Life Sciences,1379,High,Female,90,Medium,Entry-level,Sales Representative,Very High,Single,2785,11882,7,No,14,Satisfactory,High,0,3,3,Very High,1,0,0,0,33420,6583.740000000001
981,35,Yes,Travel_Frequently,662,Sales,18,Master’s Degree,Marketing,1380,Very High,Female,67,High,Intermediate,Sales Executive,High,Married,4614,23288,0,Yes,18,Satisfactory,High,1,5,0,Medium,4,2,3,2,55368,11295.072
982,38,No,Travel_Frequently,693,Research & Development,7,Bachelor’s Degree,Life Sciences,1382,Very High,Male,57,Very High,Entry-level,Research Scientist,High,Divorced,2610,15748,1,No,11,Satisfactory,Very High,3,4,2,High,4,2,0,3,31320,6170.04
